vendor,api_slug,class,reason,removed,readd_condition,evidence_source
swaggerhub.palace,agreement-integration,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): partner/internal integration API (property-management software); not a public API program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.pgaldamez,api.authorization,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.pgaldamez,api.ecommerce,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.pgaldamez,api.keymanagement,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.pgaldamez,api.validate,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.prasad-venkatraman,account-ingestion-nab,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.prasad-venkatraman,account-transactions-cashdigi-info,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-concluirunificacionimss,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-consultacurpdatostrabajador,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-notificacionbuzonsar,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-separacioncuentas-notificarposiblesepa,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-solicitudregistrourl,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-trabajadornoafiliado,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-unificacionesmixtasunificarcuentaactiv,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-urlrecibirdatos,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-urlregistrartrabajador,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,admoncuenta-verificaciondatoscontacto,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): Procesar (Mexican SAR retirement-account processor) internal account-admin API; not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-consultaestatusbiometria,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-documentosextracciondatos,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-documentosvalidacion,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-enrolamientodactilar,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-selfievsexpeidentificacion,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-selfievsfotoenrolada,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-selfievsotroexpe,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-selfievsselfie,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-validaciondatosusuario,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-validacionfacialsello,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-validacionfacialuniversal,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-validacionpruebavidafacial,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar,biometricos-verificaciondactilar-4huellas,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR pension biometrics API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar1,admoncuenta-conformacionexpediente,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR account-administration API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.procesar1,admoncuenta-expedienteidentificacionop33,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal/partner SAR account-administration API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
